3.1491,-0.015451,0,-0.62489,-0.99703
3.2355,-0.046353,-0.0013526,-0.66559,-0.9166
3.3244,-0.58125,-0.0054105,-0.68034,-0.95398
3.4105,-1.3949,-0.056295,-0.55175,-1.0621
3.4993,-1.1209,-0.1784,-0.61806,-1.1759
3.5854,-1.689,-0.27653,-0.60691,-1.2131
3.6743,-2.054,-0.42439,-0.73887,-1.2729
3.7604,-2.6216,-0.6042,-0.83233,-1.305
3.8493,-1.4205,-0.83371,-0.87406,-1.4127
3.9354,-0.021401,-0.95806,-0.84722,-1.4814
4.0242,0.39334,-0.95994,-0.81829,-1.3373
4.1104,0.40172,-0.9255,-0.9167,-1.0311
4.1992,0.19881,-0.89034,-0.85876,-0.86081
4.2854,0.19224,-0.87293,-0.89182,-0.73306
4.3742,-0.25371,-0.8561,-0.81108,-0.76913
4.4604,-0.30907,-0.87831,-0.94672,-0.70839
4.5493,-0.42337,-0.90537,-0.91982,-0.79634
4.6353,-1.4903,-0.94243,-1.0519,-0.86079
4.7242,-1.8954,-1.0729,-1.147,-0.95513
4.8103,-2.3765,-1.2388,-1.2519,-1.0631
4.8992,-1.6423,-1.4469,-1.3222,-1.2272
4.9853,-1.9451,-1.5906,-1.3725,-1.3746
5.0742,-2.4936,-1.7609,-1.3796,-1.4902
5.1603,-2.9433,-1.9792,-1.4622,-1.5898
5.2492,-3.0475,-2.2369,-1.5518,-1.6511
5.3353,-2.8489,-2.5037,-1.6816,-1.7273
5.4242,-2.3422,-2.7531,-1.7724,-1.8505
5.5103,-1.5635,-0.87007,-1.8833,-2.0179
5.5992,-1.4609,1.0811,-1.9963,-2.1636
5.6853,-2.1742,3.0413,-2.0628,-2.2298
5.7742,-2.8782,2.8509,-2.1293,-2.3229
5.8603,-2.6134,2.599,-2.1885,-2.42
5.9492,-1.4783,2.3702,-2.2691,-2.4728
6.0353,-0.65095,2.2408,-2.3434,-2.5595
6.1241,-0.1568,2.1838,-2.3741,-2.5701
6.2102,-0.4074,2.1701,-2.4139,-2.654
6.2991,-1.1695,2.1344,-2.4915,-2.6815
6.3852,-2.1333,2.032,-2.604,-2.8199
6.4741,-2.1437,1.8453,-2.7274,-2.9283
6.5602,-1.5979,1.6576,-2.822,-2.9745
6.6491,-0.63418,1.5177,-2.9782,-3.0217
6.7352,-0.19502,1.4622,3.0998,-3.1036
6.8241,-0.015451,1.4451,2.9083,3.1392
6.9102,0.077497,1.4438,2.8406,3.1269
6.9991,0.37263,1.4505,2.8461,3.0944
7.0852,0.46923,1.4832,2.8933,3.0164
7.1741,0.25258,1.5242,2.8907,3.0126
7.2602,-0.46808,1.5464,2.9074,2.9917
7.3491,-1.401,1.5054,2.9051,3.0411
7.4352,-1.509,1.3827,2.9046,2.9648
7.5241,-1.0747,1.2506,2.8295,3.0636
7.6102,-0.3023,1.1565,2.7264,3.0247
7.6991,0.022276,1.1301,2.6326,2.9905
7.7852,1.2576,1.132,2.6431,2.8751
7.8741,2.5505,1.2421,2.5568,2.7512
7.9602,3.1705,1.4654,2.5101,2.815
8.0491,1.8185,1.743,2.4953,2.7628
8.1352,0.54509,1.9022,2.6502,2.7558
8.2241,0.18708,1.9499,2.6783,2.5819
8.3102,0.26214,1.9663,2.6869,2.5023
8.3991,0.43624,1.9892,2.7159,2.4658
8.4852,0.067993,2.0274,2.7365,2.4937
8.574,0.33042,2.0333,2.8113,2.5521
8.6601,-0.82293,2.0623,2.8006,2.7328
8.749,-1.6412,1.9902,2.8957,2.8265
8.8351,-1.5256,1.8466,2.9196,2.8374
8.924,0.01213,1.713,2.9386,2.6902
9.0129,1.3551,1.7141,2.8433,2.6681
9.1018,1.2339,1.8327,2.7996,2.6058
9.1907,0.86721,1.9407,2.7887,2.5763
9.2768,-0.030855,2.0166,2.8804,2.61
9.3657,-0.34875,2.0139,2.9398,2.7741
9.4518,-0.43507,1.9834,2.9848,2.8922
9.5407,0.20082,1.9453,2.9634,2.8078
9.6268,0.47431,1.9629,2.9153,2.7661
9.7157,0.88515,2.0044,2.8803,2.7822
9.8018,0.94233,2.0819,2.8933,2.9082
9.8906,0.77408,2.1644,2.9622,2.9175
9.9767,0.31181,2.2322,3.0019,2.8663
10.066,0.10367,2.2595,3.0263,2.9351
10.152,0.22157,2.2685,3.065,2.9521
10.241,0.22338,2.2879,-3.1214,3.0938
10.327,0.12507,2.3075,-3.0737,3.0374
10.416,-0.06034,2.3184,-3.0885,3.1316
10.502,-0.24756,2.3131,3.1006,3.0334
10.591,-0.56151,2.2915,3.0447,3.0402
10.677,-0.65846,2.2423,3.0901,2.9468
10.766,-0.23061,2.1847,-3.036,3.0469
10.852,0.34562,2.1645,-2.8808,-3.0479
10.941,0.46762,2.1947,-2.8537,-3.0271
11.027,-0.48152,2.2357,-2.786,-3.1074
11.116,-1.9513,2.1935,-2.7792,3.0436
11.202,-3.3501,2.0227,-2.7462,3.0009
11.291,-4.2096,1.7294,-2.825,2.8119
11.377,-4.3413,1.3609,-2.9145,2.7569
11.466,-3.4066,0.98086,2.9631,2.5735
11.552,-1.8654,0.68264,2.4776,2.4983
11.641,-0.52613,0.51934,1.817,2.4351
11.727,-0.030902,0.47328,1.4418,2.3642
11.816,-0.015451,0.47057,1.0467,2.3849
11.902,-0.81785,0.46922,0.77227,1.9499
11.991,-1.9912,0.39763,0.6507,1.6735
12.077,-3.3903,0.22331,0.43474,1.4187
12.166,-3.5271,-0.07348,0.4976,1.1243
12.252,-2.5332,-0.38225,0.39765,0.90242
12.341,-0.93561,-0.60402,0.37291,0.72418
12.427,0.27603,-0.68593,0.19681,0.52835
12.516,0.66032,-0.66176,0.20348,-0.066643
12.602,0.67615,-0.60396,0.22628,-0.081692
12.69,0.91922,-0.54477,0.15197,-0.078357
12.777,1.3939,-0.46429,0.13471,0.14248
12.952,1.0265,-0.20743,0.22914,-0.1664
13.041,0.10767,-0.11756,0.12347,-0.37527
13.127,-0.62186,-0.10814,0.15842,-0.74348
13.216,-0.72696,-0.16258,-0.029793,-0.585
13.302,-0.76395,-0.22622,0.015817,-0.75514
13.391,-0.21437,-0.2931,-0.20109,-0.68534
13.477,1.2694,-0.31186,-0.099067,-0.6071
13.565,1.2999,-0.20073,-0.15853,-0.28041
13.652,1.0846,-0.086934,-0.14812,-0.032135
13.74,0.5428,0.0080182,-0.15437,-0.034699
13.827,1.5007,0.055536,-0.080581,-0.0027394
13.915,1.2346,0.18691,0.019761,0.068286
14.002,-0.56561,0.29499,-0.10968,-0.017691
14.09,-1.1718,0.24548,-0.093786,-0.074847
14.177,0.44391,0.14289,-0.16296,-0.25463
14.265,1.4499,0.18175,-0.029797,-0.12806
14.352,1.1583,0.30868,-0.14339,-0.10758
14.44,0.28601,0.41008,0.013775,0.055394
14.527,1.2689,0.43512,0.015814,0.084832
14.615,2.5003,0.5462,-0.0074181,0.13732
14.702,2.7647,0.76508,-0.037263,0.11305
14.79,2.8085,1.0071,0.07764,0.20532
14.877,2.7747,1.253,0.30274,0.3114
14.965,2.0365,1.4959,0.4054,0.45254
15.052,0.7613,1.6742,0.57802,0.59832
15.14,0.021538,1.7408,0.59688,0.60253
15.227,0.59845,1.7427,0.70143,0.65319
15.315,0.73507,1.7951,0.59676,0.58605
15.402,0.0045325,1.8594,0.55526,0.51554
15.49,-0.8254,1.8598,0.54047,0.56373
15.579,-0.43892,1.7876,0.50048,0.58165
15.668,0.23323,1.7491,0.56817,0.58231
15.757,0.47411,1.7696,0.43552,0.46943
15.843,0.16781,1.8111,0.51911,0.26505
15.932,-0.20858,1.8258,0.43367,0.30009
16.018,-0.28388,1.8075,0.5362,0.33785
16.107,-0.3918,1.7826,0.5342,0.42562
16.193,-0.024527,1.7483,0.58665,0.55395
16.282,0.25647,1.7462,0.61956,0.46756
16.368,0.28553,1.7686,0.65689,0.54358
16.457,0.036609,1.7936,0.62699,0.47071
16.543,-0.12604,1.7969,0.58722,0.60571
16.632,-0.075306,1.7858,0.5348,0.56381
16.718,-0.015451,1.7792,0.58731,0.54772
16.807,-0.027247,1.7779,0.57666,0.39022
16.893,0.27836,1.7755,0.54961,0.4639
16.982,0.79439,1.7999,0.65589,0.55306
17.068,1.4488,1.8694,0.73026,0.82931
17.157,1.4774,1.9962,0.75868,0.97126
17.243,1.1763,2.1256,0.75074,1.0886
17.332,0.58732,2.2285,0.88428,1.1701
17.418,0.26042,2.28,1.0838,1.2111
17.507,-0.0071266,2.3028,1.2302,1.2449
17.593,-0.060686,2.3021,1.2388,1.313
17.682,-0.052545,2.2968,1.3148,1.3772
17.768,0,2.2922,1.3648,1.4683
17.857,0,2.2922,1.5282,1.4616
17.943,-0.2383,2.2922,1.5652,1.4963
18.032,-0.25093,2.2714,1.696,1.5181
18.118,-0.43673,2.2494,1.7212,1.5775
18.207,-0.077014,2.2112,1.7359,1.5774
18.293,-0.014864,2.2044,1.7249,1.5429
18.382,-0.4377,2.2031,1.6875,1.592
18.468,-0.9608,2.1648,1.638,1.5625
18.557,-0.79596,2.0807,1.5495,1.553
18.643,-0.096812,2.011,1.1407,1.4394
18.732,0.34528,2.0025,0.89623,1.4182
18.818,0.14856,2.0328,0.89199,1.5232
18.907,0.058045,2.0458,1.027,1.5439
18.993,0.046595,2.0508,1.1477,1.6004
19.082,0.28455,2.0549,1.183,1.5856
19.168,0.86204,2.0798,1.1749,1.6334
19.257,1.0371,2.1553,1.2025,1.6515
19.343,0.49325,2.2461,1.192,1.6687
19.432,-1.248,2.2893,1.1767,1.5836
19.518,-1.6914,2.18,1.1534,1.4214
19.607,-0.62931,2.0319,1.0158,1.3614
19.693,0.99999,1.9769,0.91164,1.3615
19.782,0.4882,2.0644,0.81384,1.5242
19.868,-1.0743,2.1071,0.86738,1.4587
19.957,-1.9071,2.0131,0.82493,1.3813
20.043,-0.81005,1.8461,0.85039,1.1843
20.132,0.41958,1.7752,0.81347,1.0951
20.218,1.078,1.8119,0.86133,1.1956
20.307,0.79573,1.9063,0.87722,1.1165
20.393,0.44769,1.976,0.85788,1.161
20.482,-0.11947,2.0152,0.917,1.1556
20.568,-0.34984,2.0047,0.79643,1.1389
20.657,-0.89935,1.9741,0.7682,0.98407
20.743,-0.21471,1.8954,0.78364,0.94553
20.832,0.56249,1.8766,0.91617,1.0157
20.918,1.0644,1.9258,0.9795,1.1216
21.007,0.54611,2.019,0.99725,1.1201
21.093,-0.22173,2.0668,0.90954,1.0277
21.182,-1.559,2.0474,0.91628,1.0561
21.268,-2.2145,1.9109,0.65924,0.87436
21.357,-1.8424,1.717,0.57874,0.58893
21.443,-0.76715,1.5557,0.40584,0.17031
21.532,-0.56994,1.4886,0.44468,0.37534
21.618,-0.002815,1.4387,0.44503,0.72143
21.707,1.4981,1.4384,0.50427,0.82316
21.793,3.238,1.5696,0.56649,0.93754
21.882,3.3571,1.8531,0.76102,0.88132
21.968,2.3932,2.147,0.86528,0.96197
22.057,0.89237,2.3565,0.86525,0.92029
22.143,-0.69654,2.4346,0.78176,1.0261
22.232,-1.7107,2.3736,0.69315,0.97215
22.321,-0.36107,2.2238,0.7284,0.79179
22.41,1.2269,2.1922,0.78141,0.592
22.498,2.1467,2.2996,0.88073,0.5024
22.585,1.1881,2.4876,0.81259,0.74781
22.673,0.35937,2.5916,0.63623,0.78202
22.76,0.15085,2.623,0.66773,0.8059
22.848,-0.084426,2.6362,0.81725,0.82988
22.935,-0.54524,2.6289,0.88643,0.87831
23.023,-0.74172,2.5811,0.74122,0.93761
23.109,-0.79611,2.5162,0.70153,0.80791
23.198,-0.48128,2.4465,0.77925,0.86351
23.285,-1.0587,2.4044,0.87737,0.9761
23.373,-1.3588,2.3117,0.80704,1.0613
23.459,-0.82088,2.1927,0.73168,0.98867
23.548,0.76675,2.1209,0.67701,0.73707
23.634,1.4218,2.188,0.75482,0.60513
23.723,0.073804,2.3125,0.75925,0.68215
23.809,-1.8259,2.3189,0.77614,0.75056
